Anchor name,Anchor target,Anchor pathway,Lib name,Lib target,Lib pathway,Link
Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1079
Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1079
Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1079
Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1079
Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1079
Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1079
Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1079
Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1079
Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1079
Erlotinib,EGFR,EGFR signaling,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1168
Erlotinib,EGFR,EGFR signaling,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1168
Erlotinib,EGFR,EGFR signaling,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1168
Erlotinib,EGFR,EGFR signaling,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1168
Erlotinib,EGFR,EGFR signaling,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1168
Erlotinib,EGFR,EGFR signaling,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1168
Erlotinib,EGFR,EGFR signaling,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1168
Erlotinib,EGFR,EGFR signaling,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1168
Erlotinib,EGFR,EGFR signaling,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1168
Erlotinib,EGFR,EGFR signaling,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1168
Erlotinib,EGFR,EGFR signaling,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1168
Erlotinib,EGFR,EGFR signaling,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1168
Erlotinib,EGFR,EGFR signaling,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1168
Erlotinib,EGFR,EGFR signaling,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1168
Erlotinib,EGFR,EGFR signaling,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1168
Erlotinib,EGFR,EGFR signaling,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1168
Erlotinib,EGFR,EGFR signaling,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1168
Erlotinib,EGFR,EGFR signaling,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1168
Erlotinib,EGFR,EGFR signaling,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1168
Erlotinib,EGFR,EGFR signaling,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1168
Erlotinib,EGFR,EGFR signaling,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1168
Erlotinib,EGFR,EGFR signaling,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1168
Erlotinib,EGFR,EGFR signaling,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1168
Erlotinib,EGFR,EGFR signaling,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1168
Erlotinib,EGFR,EGFR signaling,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1168
Galunisertib,TGFBR1,RTK signaling,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+2265
Galunisertib,TGFBR1,RTK signaling,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+2265
Galunisertib,TGFBR1,RTK signaling,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+2265
Galunisertib,TGFBR1,RTK signaling,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+2265
Galunisertib,TGFBR1,RTK signaling,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+2265
Galunisertib,TGFBR1,RTK signaling,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+2265
Galunisertib,TGFBR1,RTK signaling,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+2265
Galunisertib,TGFBR1,RTK signaling,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+2265
Galunisertib,TGFBR1,RTK signaling,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+2265
Galunisertib,TGFBR1,RTK signaling,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+2265
Galunisertib,TGFBR1,RTK signaling,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+2265
Galunisertib,TGFBR1,RTK signaling,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+2265
Galunisertib,TGFBR1,RTK signaling,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+2265
Galunisertib,TGFBR1,RTK signaling,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+2265
Galunisertib,TGFBR1,RTK signaling,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+2265
Galunisertib,TGFBR1,RTK signaling,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+2265
Galunisertib,TGFBR1,RTK signaling,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+2265
Galunisertib,TGFBR1,RTK signaling,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+2265
Galunisertib,TGFBR1,RTK signaling,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+2265
Galunisertib,TGFBR1,RTK signaling,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+2265
Galunisertib,TGFBR1,RTK signaling,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+2265
Galunisertib,TGFBR1,RTK signaling,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+2265
Galunisertib,TGFBR1,RTK signaling,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+2265
Galunisertib,TGFBR1,RTK signaling,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+2265
Galunisertib,TGFBR1,RTK signaling,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+2265
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1190
Gemcitabine,Pyrimidine antimetabolite,DNA replication,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1190
Irinotecan,TOP1,DNA replication,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1088
Irinotecan,TOP1,DNA replication,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1088
Irinotecan,TOP1,DNA replication,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1088
Irinotecan,TOP1,DNA replication,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1088
Irinotecan,TOP1,DNA replication,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1088
Irinotecan,TOP1,DNA replication,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1088
Irinotecan,TOP1,DNA replication,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1088
Irinotecan,TOP1,DNA replication,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1088
Irinotecan,TOP1,DNA replication,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1088
Irinotecan,TOP1,DNA replication,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1088
Irinotecan,TOP1,DNA replication,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1088
Irinotecan,TOP1,DNA replication,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1088
Irinotecan,TOP1,DNA replication,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1088
Irinotecan,TOP1,DNA replication,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1088
Irinotecan,TOP1,DNA replication,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1088
Irinotecan,TOP1,DNA replication,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1088
Irinotecan,TOP1,DNA replication,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1088
Irinotecan,TOP1,DNA replication,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1088
Irinotecan,TOP1,DNA replication,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1088
Irinotecan,TOP1,DNA replication,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1088
Irinotecan,TOP1,DNA replication,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1088
Irinotecan,TOP1,DNA replication,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1088
Irinotecan,TOP1,DNA replication,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1088
Irinotecan,TOP1,DNA replication,LGK974,PORCN,WNT signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1598+1088
Irinotecan,TOP1,DNA replication,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1088
LGK974,PORCN,WNT signaling,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1598
LGK974,PORCN,WNT signaling,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1598
LGK974,PORCN,WNT signaling,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1598
LGK974,PORCN,WNT signaling,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1598
LGK974,PORCN,WNT signaling,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1598
LGK974,PORCN,WNT signaling,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1598
LGK974,PORCN,WNT signaling,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1598
LGK974,PORCN,WNT signaling,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1598
LGK974,PORCN,WNT signaling,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1598
LGK974,PORCN,WNT signaling,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1598
LGK974,PORCN,WNT signaling,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1598
LGK974,PORCN,WNT signaling,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1598
LGK974,PORCN,WNT signaling,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1598
LGK974,PORCN,WNT signaling,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1598
LGK974,PORCN,WNT signaling,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1598
LGK974,PORCN,WNT signaling,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1598
LGK974,PORCN,WNT signaling,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1598
LGK974,PORCN,WNT signaling,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1598
LGK974,PORCN,WNT signaling,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1598
LGK974,PORCN,WNT signaling,Linsitinib,IGF1R,IGF1R signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1510+1598
LGK974,PORCN,WNT signaling,Lapatinib,"EGFR, ERBB2",EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1558+1598
LGK974,PORCN,WNT signaling,Taselisib,PI3K (beta sparing),PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1561+1598
LGK974,PORCN,WNT signaling,SCH772984,"ERK1, ERK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1564+1598
LGK974,PORCN,WNT signaling,OSI-027,"MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1594+1598
LGK974,PORCN,WNT signaling,Galunisertib,TGFBR1,RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/2265+1598
Lapatinib,"EGFR, ERBB2",EGFR signaling,Cisplatin,DNA crosslinker,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1005+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Navitoclax,"BCL2, BCL-XL, BCL-W",Apoptosis regulation,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1011+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Olaparib,"PARP1, PARP2",Genome integrity,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1017+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,AZD7762,"CHEK1, CHEK2",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1022+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,MK-2206,"AKT1, AKT2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1053+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Palbociclib,"CDK4, CDK6",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1054+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Dactolisib,"PI3K (class 1), MTORC1, MTORC2",PI3K/MTOR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1057+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,5-Fluorouracil,Antimetabolite (DNA & RNA),Other,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1073+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Dasatinib,"ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1079+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Paclitaxel,Microtubule stabiliser,Mitosis,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1080+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Crizotinib,"MET, ALK, ROS1",RTK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1083+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Sorafenib,"PDGFR, KIT, VEGFR, RAF","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1085+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Irinotecan,TOP1,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1088+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Oxaliplatin,DNA alkylating agent,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1089+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Erlotinib,EGFR,EGFR signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1168+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,MK-1775,"WEE1, PLK1",Cell cycle,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1179+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Gemcitabine,Pyrimidine antimetabolite,DNA replication,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1190+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Trametinib,"MEK1, MEK2",ERK MAPK signaling,https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1372+1558
Lapatinib,"EGFR, ERBB2",EGFR signaling,Ruxolitinib,"JAK1, JAK2","Other, kinases",https://gdsc-combinations.depmap.sanger.ac.uk/project/pancreas/combination/1507+1558
