drug_row	drug_col	cell_line_name	synergy_loewe
Taselisib	OSI-027	DAN-G	2.4500136
MK-1775	OSI-027	DAN-G	-2.7186136
LGK974	OSI-027	DAN-G	0.17611955
Gemcitabine	OSI-027	DAN-G	-0.96953285
Galunisertib	OSI-027	DAN-G	0.18270932
Olaparib	OSI-027	DAN-G	-0.34976625
Ruxolitinib	OSI-027	DAN-G	-0.25607938
Oxaliplatin	OSI-027	DAN-G	-0.9357832
Paclitaxel	OSI-027	DAN-G	-0.91954166
Lapatinib	OSI-027	DAN-G	0.9137679
Lapatinib	OSI-027	DAN-G	1.5263909
Dasatinib	OSI-027	DAN-G	-0.11406023
MK-2206	OSI-027	DAN-G	4.1384444
SCH772984	OSI-027	DAN-G	0.44154537
Linsitinib	OSI-027	DAN-G	2.3913767
Navitoclax	OSI-027	DAN-G	0.16414902
Linsitinib	OSI-027	DAN-G	2.690064
Taselisib	OSI-027	DAN-G	1.3982581
Crizotinib	OSI-027	DAN-G	1.7174932
LGK974	OSI-027	DAN-G	0.50553364
Dactolisib	OSI-027	DAN-G	-1.1780964
Dasatinib	OSI-027	DAN-G	0.6891875
Gemcitabine	OSI-027	DAN-G	-1.920076
Galunisertib	OSI-027	DAN-G	-1.5843999
Oxaliplatin	OSI-027	DAN-G	-1.7913594
Palbociclib	OSI-027	DAN-G	0.7430515
Sorafenib	OSI-027	DAN-G	0.60845226
Palbociclib	OSI-027	DAN-G	0.17827427
Erlotinib	OSI-027	DAN-G	1.9493558
OSI-027	LGK974	DAN-G	0.4170473
MK-2206	LGK974	DAN-G	2.1802495
SCH772984	LGK974	DAN-G	0.34891126
Galunisertib	LGK974	DAN-G	-1.8073782
OSI-027	LGK974	DAN-G	-1.037618
Lapatinib	LGK974	DAN-G	2.8707194
Trametinib	LGK974	DAN-G	1.6043208
Cisplatin	LGK974	DAN-G	-1.3026721
Dasatinib	LGK974	DAN-G	-1.5361001
5-Fluorouracil	LGK974	DAN-G	-0.12829134
Galunisertib	LGK974	DAN-G	-0.8047486
AZD7762	LGK974	DAN-G	1.1673467
Oxaliplatin	LGK974	DAN-G	0.21229254
Irinotecan	LGK974	DAN-G	-1.8534396
Dasatinib	LGK974	DAN-G	0.7612439
Linsitinib	LGK974	DAN-G	0.117684774
MK-2206	LGK974	DAN-G	-0.13226558
Crizotinib	LGK974	DAN-G	-1.7813637
MK-1775	LGK974	DAN-G	2.8224103
Taselisib	LGK974	DAN-G	-0.8742265
Paclitaxel	LGK974	DAN-G	-0.87641937
Sorafenib	LGK974	DAN-G	-1.521174
5-Fluorouracil	LGK974	DAN-G	0.21774201
Palbociclib	LGK974	DAN-G	0.60431886
MK-1775	LGK974	DAN-G	0.7303234
SCH772984	LGK974	DAN-G	-0.07159594
Dactolisib	LGK974	DAN-G	1.2340002
Ruxolitinib	LGK974	DAN-G	0.91273993
Erlotinib	LGK974	DAN-G	1.6062946
Crizotinib	LGK974	DAN-G	-0.39809635
Dactolisib	LGK974	DAN-G	2.3171873
Gemcitabine	LGK974	DAN-G	-0.40599787
Sorafenib	LGK974	DAN-G	1.1465092
Trametinib	LGK974	DAN-G	-0.6501878
Navitoclax	LGK974	DAN-G	-0.65761364
Gemcitabine	LGK974	DAN-G	-0.70659536
Paclitaxel	LGK974	DAN-G	1.3396969
Lapatinib	LGK974	DAN-G	1.1284995
Irinotecan	LGK974	DAN-G	-0.8076329
Palbociclib	LGK974	DAN-G	-0.50616395
Taselisib	LGK974	DAN-G	3.753427
Navitoclax	LGK974	DAN-G	1.2120491
Oxaliplatin	LGK974	DAN-G	0.9675916
Ruxolitinib	LGK974	DAN-G	-0.7183911
Cisplatin	LGK974	DAN-G	-0.4075148
AZD7762	LGK974	DAN-G	0.8959389
Olaparib	LGK974	DAN-G	0.9791291
Linsitinib	LGK974	DAN-G	0.70343
Erlotinib	LGK974	DAN-G	1.0988818
Olaparib	LGK974	DAN-G	1.4276258
Linsitinib	LGK974	DAN-G	0.5415773
MK-2206	LGK974	DAN-G	-1.7106972
Crizotinib	LGK974	DAN-G	0.5171559
MK-1775	LGK974	DAN-G	1.416853
Taselisib	LGK974	DAN-G	-0.40080386
Paclitaxel	LGK974	DAN-G	-0.27191958
Sorafenib	LGK974	DAN-G	-1.9844728
5-Fluorouracil	LGK974	DAN-G	-1.081643
Palbociclib	LGK974	DAN-G	1.53694
MK-1775	LGK974	DAN-G	-0.028025132
SCH772984	LGK974	DAN-G	0.4485819
Dactolisib	LGK974	DAN-G	1.5340928
Ruxolitinib	LGK974	DAN-G	1.0126333
Erlotinib	LGK974	DAN-G	0.13104174
Crizotinib	LGK974	DAN-G	-1.5966655
Dactolisib	LGK974	DAN-G	2.1752827
Gemcitabine	LGK974	DAN-G	-0.7958442
Sorafenib	LGK974	DAN-G	-0.23015465
Trametinib	LGK974	DAN-G	-0.055190988
Navitoclax	LGK974	DAN-G	-0.6641124
Gemcitabine	LGK974	DAN-G	-1.0329351
Paclitaxel	LGK974	DAN-G	0.16302544
Lapatinib	LGK974	DAN-G	-1.3282964
Irinotecan	LGK974	DAN-G	0.9144055
Palbociclib	LGK974	DAN-G	0.4855543
Taselisib	LGK974	DAN-G	-0.042317748
Navitoclax	LGK974	DAN-G	-0.461422
Oxaliplatin	LGK974	DAN-G	-1.4265324
Ruxolitinib	LGK974	DAN-G	0.3228661
Cisplatin	LGK974	DAN-G	-1.8651674
AZD7762	LGK974	DAN-G	-1.0683802
Olaparib	LGK974	DAN-G	-0.12783185
Linsitinib	LGK974	DAN-G	2.023407
Erlotinib	LGK974	DAN-G	-0.7606027
Olaparib	LGK974	DAN-G	-1.6921421
OSI-027	LGK974	DAN-G	1.2958864
MK-2206	LGK974	DAN-G	1.0446849
SCH772984	LGK974	DAN-G	1.8174881
Galunisertib	LGK974	DAN-G	-2.0681067
OSI-027	LGK974	DAN-G	0.67348593
Lapatinib	LGK974	DAN-G	4.217148
Trametinib	LGK974	DAN-G	-1.0152867
Cisplatin	LGK974	DAN-G	0.96669984
Dasatinib	LGK974	DAN-G	-0.64924914
5-Fluorouracil	LGK974	DAN-G	0.85776806
Galunisertib	LGK974	DAN-G	-1.5282006
AZD7762	LGK974	DAN-G	1.4761311
Oxaliplatin	LGK974	DAN-G	1.7281011
Irinotecan	LGK974	DAN-G	-2.247617
Dasatinib	LGK974	DAN-G	2.9119327
Paclitaxel	Galunisertib	DAN-G	-0.13629192
Lapatinib	Galunisertib	DAN-G	-0.14007019
Lapatinib	Galunisertib	DAN-G	-0.9884741
Dasatinib	Galunisertib	DAN-G	1.9024225
MK-2206	Galunisertib	DAN-G	2.9905932
SCH772984	Galunisertib	DAN-G	0.25072527
Linsitinib	Galunisertib	DAN-G	-1.6540868
Navitoclax	Galunisertib	DAN-G	-0.8612326
Linsitinib	Galunisertib	DAN-G	0.88953584
Taselisib	Galunisertib	DAN-G	-1.1163182
Crizotinib	Galunisertib	DAN-G	0.44058117
LGK974	Galunisertib	DAN-G	-0.19392432
Dactolisib	Galunisertib	DAN-G	2.6304789
Dasatinib	Galunisertib	DAN-G	-1.3645297
Gemcitabine	Galunisertib	DAN-G	0.30742344
Oxaliplatin	Galunisertib	DAN-G	-1.7182554
Palbociclib	Galunisertib	DAN-G	1.4411901
Sorafenib	Galunisertib	DAN-G	-0.19591287
Palbociclib	Galunisertib	DAN-G	-0.8946875
Erlotinib	Galunisertib	DAN-G	-1.0092531
Paclitaxel	Galunisertib	DAN-G	-0.40373927
Sorafenib	Galunisertib	DAN-G	2.215
Irinotecan	Galunisertib	DAN-G	1.5989298
AZD7762	Galunisertib	DAN-G	-0.35617507
Trametinib	Galunisertib	DAN-G	-0.71321636
Navitoclax	Galunisertib	DAN-G	-1.2560154
Cisplatin	Galunisertib	DAN-G	-2.158748
Erlotinib	Galunisertib	DAN-G	-1.942758
5-Fluorouracil	Galunisertib	DAN-G	0.71000546
Dactolisib	Galunisertib	DAN-G	1.3112346
5-Fluorouracil	Galunisertib	DAN-G	1.6328642
Crizotinib	Galunisertib	DAN-G	0.7297766
Ruxolitinib	Galunisertib	DAN-G	-0.3755467
OSI-027	Galunisertib	DAN-G	2.0354075
MK-1775	Galunisertib	DAN-G	0.07633007
OSI-027	Galunisertib	DAN-G	0.6747799
MK-2206	Galunisertib	DAN-G	2.8668447
Irinotecan	Galunisertib	DAN-G	-0.23000106
Cisplatin	Galunisertib	DAN-G	-0.5367278
Trametinib	Galunisertib	DAN-G	-1.4376094
AZD7762	Galunisertib	DAN-G	-0.5988301
Olaparib	Galunisertib	DAN-G	-1.3201927
SCH772984	Galunisertib	DAN-G	0.16561349
Taselisib	Galunisertib	DAN-G	0.72534466
MK-1775	Galunisertib	DAN-G	-0.85803556
LGK974	Galunisertib	DAN-G	-0.17261006
Gemcitabine	Galunisertib	DAN-G	-1.1940745
Olaparib	Galunisertib	DAN-G	-2.1279454
Ruxolitinib	Galunisertib	DAN-G	-1.0262047
Oxaliplatin	Galunisertib	DAN-G	-1.9973543
Paclitaxel	Galunisertib	DAN-G	-0.43908942
Sorafenib	Galunisertib	DAN-G	0.71217227
Irinotecan	Galunisertib	DAN-G	-0.16416411
AZD7762	Galunisertib	DAN-G	-0.55076087
Trametinib	Galunisertib	DAN-G	-1.141203
Navitoclax	Galunisertib	DAN-G	-0.25259256
Cisplatin	Galunisertib	DAN-G	-1.8625329
Erlotinib	Galunisertib	DAN-G	-1.901444
5-Fluorouracil	Galunisertib	DAN-G	-1.0845511
Dactolisib	Galunisertib	DAN-G	0.08044137
5-Fluorouracil	Galunisertib	DAN-G	-1.093252
Crizotinib	Galunisertib	DAN-G	-0.35348248
Ruxolitinib	Galunisertib	DAN-G	-0.5282764
OSI-027	Galunisertib	DAN-G	0.6891304
MK-1775	Galunisertib	DAN-G	-1.9517986
OSI-027	Galunisertib	DAN-G	-0.2942897
MK-2206	Galunisertib	DAN-G	0.9743559
Irinotecan	Galunisertib	DAN-G	-2.1975727
Cisplatin	Galunisertib	DAN-G	1.7260224
Trametinib	Galunisertib	DAN-G	-1.3683109
AZD7762	Galunisertib	DAN-G	-1.2442379
Olaparib	Galunisertib	DAN-G	-1.1302124
SCH772984	Galunisertib	DAN-G	-0.9222822
Taselisib	Galunisertib	DAN-G	-1.2079878
MK-1775	Galunisertib	DAN-G	-0.75164646
LGK974	Galunisertib	DAN-G	0.22294067
Gemcitabine	Galunisertib	DAN-G	-0.06949996
Olaparib	Galunisertib	DAN-G	-1.9806428
Ruxolitinib	Galunisertib	DAN-G	-0.092973374
Oxaliplatin	Galunisertib	DAN-G	-1.7420961
Paclitaxel	Galunisertib	DAN-G	-0.21619889
Lapatinib	Galunisertib	DAN-G	2.322567
Lapatinib	Galunisertib	DAN-G	-1.6634122
Dasatinib	Galunisertib	DAN-G	-0.6994927
MK-2206	Galunisertib	DAN-G	0.5913658
SCH772984	Galunisertib	DAN-G	-1.3318405
Linsitinib	Galunisertib	DAN-G	-1.1530367
Navitoclax	Galunisertib	DAN-G	0.021324549
Linsitinib	Galunisertib	DAN-G	0.9230045
Taselisib	Galunisertib	DAN-G	-0.8822356
Crizotinib	Galunisertib	DAN-G	-0.42141166
LGK974	Galunisertib	DAN-G	-0.5116837
Dactolisib	Galunisertib	DAN-G	0.6794456
Dasatinib	Galunisertib	DAN-G	-0.95837337
Gemcitabine	Galunisertib	DAN-G	-0.73773366
Oxaliplatin	Galunisertib	DAN-G	-1.7010188
Palbociclib	Galunisertib	DAN-G	-0.3401134
Sorafenib	Galunisertib	DAN-G	-2.0758142
Palbociclib	Galunisertib	DAN-G	-0.09806075
Erlotinib	Galunisertib	DAN-G	-1.3271669
Navitoclax	Cisplatin	Hs-766T	1.5005018
Gemcitabine	Cisplatin	Hs-766T	0.93742514
Paclitaxel	Cisplatin	Hs-766T	-0.76418936
Lapatinib	Cisplatin	Hs-766T	-0.47163072
Irinotecan	Cisplatin	Hs-766T	-1.2735753
Palbociclib	Cisplatin	Hs-766T	-1.8644861
Taselisib	Cisplatin	Hs-766T	-0.8635423
Navitoclax	Cisplatin	Hs-766T	2.281295
Oxaliplatin	Cisplatin	Hs-766T	1.4064425
Ruxolitinib	Cisplatin	Hs-766T	-0.5216533
AZD7762	Cisplatin	Hs-766T	4.2335324
Olaparib	Cisplatin	Hs-766T	1.2284545
Linsitinib	Cisplatin	Hs-766T	-1.9729162
Erlotinib	Cisplatin	Hs-766T	1.3820928
Olaparib	Cisplatin	Hs-766T	-0.034970697
OSI-027	Cisplatin	Hs-766T	0.45960835
MK-2206	Cisplatin	Hs-766T	1.8106773
SCH772984	Cisplatin	Hs-766T	-1.2822931
Galunisertib	Cisplatin	Hs-766T	-2.139943
OSI-027	Cisplatin	Hs-766T	-0.39636686
Lapatinib	Cisplatin	Hs-766T	2.8974862
Trametinib	Cisplatin	Hs-766T	-1.0889754
Dasatinib	Cisplatin	Hs-766T	-0.55423003
5-Fluorouracil	Cisplatin	Hs-766T	-1.975098
Galunisertib	Cisplatin	Hs-766T	-2.2305942
AZD7762	Cisplatin	Hs-766T	4.123201
Oxaliplatin	Cisplatin	Hs-766T	2.431191
Irinotecan	Cisplatin	Hs-766T	-0.79368484
Dasatinib	Cisplatin	Hs-766T	-0.43956196
Linsitinib	Cisplatin	Hs-766T	-0.29405195
MK-2206	Cisplatin	Hs-766T	0.2116036
Crizotinib	Cisplatin	Hs-766T	-0.14799663
MK-1775	Cisplatin	Hs-766T	2.3893487
Taselisib	Cisplatin	Hs-766T	-1.0270044
Paclitaxel	Cisplatin	Hs-766T	-0.051047545
Sorafenib	Cisplatin	Hs-766T	0.39655262
5-Fluorouracil	Cisplatin	Hs-766T	-0.542893
Palbociclib	Cisplatin	Hs-766T	-1.0403852
MK-1775	Cisplatin	Hs-766T	1.3586909
SCH772984	Cisplatin	Hs-766T	-0.15613095
Dactolisib	Cisplatin	Hs-766T	0.16854914
LGK974	Cisplatin	Hs-766T	-0.7502706
Ruxolitinib	Cisplatin	Hs-766T	-0.74989474
Erlotinib	Cisplatin	Hs-766T	0.0013948685
Crizotinib	Cisplatin	Hs-766T	-0.48271117
Dactolisib	Cisplatin	Hs-766T	0.5355267
LGK974	Cisplatin	Hs-766T	-0.66862977
Gemcitabine	Cisplatin	Hs-766T	0.6576981
Sorafenib	Cisplatin	Hs-766T	-0.42462862
Trametinib	Cisplatin	Hs-766T	-1.0570521
Linsitinib	Cisplatin	Hs-766T	1.0802418
MK-2206	Cisplatin	Hs-766T	-0.198756
Crizotinib	Cisplatin	Hs-766T	-0.5568626
MK-1775	Cisplatin	Hs-766T	4.6520424
Taselisib	Cisplatin	Hs-766T	-0.86173993
Paclitaxel	Cisplatin	Hs-766T	1.7355001
Sorafenib	Cisplatin	Hs-766T	0.12366978
5-Fluorouracil	Cisplatin	Hs-766T	0.06399386
Palbociclib	Cisplatin	Hs-766T	2.3614643
MK-1775	Cisplatin	Hs-766T	1.9005398
SCH772984	Cisplatin	Hs-766T	1.8913345
Dactolisib	Cisplatin	Hs-766T	1.1632766
LGK974	Cisplatin	Hs-766T	-1.1676104
Ruxolitinib	Cisplatin	Hs-766T	0.024748161
Erlotinib	Cisplatin	Hs-766T	2.9643292
Crizotinib	Cisplatin	Hs-766T	-0.91591686
Dactolisib	Cisplatin	Hs-766T	2.058595
LGK974	Cisplatin	Hs-766T	1.0830244
Gemcitabine	Cisplatin	Hs-766T	2.8562365
Sorafenib	Cisplatin	Hs-766T	1.3167955
Trametinib	Cisplatin	Hs-766T	0.5943177
Navitoclax	Cisplatin	Hs-766T	3.428361
Gemcitabine	Cisplatin	Hs-766T	1.9997264
Paclitaxel	Cisplatin	Hs-766T	0.57889616
Lapatinib	Cisplatin	Hs-766T	-0.25683334
Irinotecan	Cisplatin	Hs-766T	-0.97416234
Palbociclib	Cisplatin	Hs-766T	1.2518623
Taselisib	Cisplatin	Hs-766T	-0.14716919
Navitoclax	Cisplatin	Hs-766T	3.334213
Oxaliplatin	Cisplatin	Hs-766T	0.4434814
Ruxolitinib	Cisplatin	Hs-766T	-0.2648319
AZD7762	Cisplatin	Hs-766T	3.9995122
Olaparib	Cisplatin	Hs-766T	-0.8587635
Linsitinib	Cisplatin	Hs-766T	2.6083953
Erlotinib	Cisplatin	Hs-766T	2.7264948
Olaparib	Cisplatin	Hs-766T	0.8387752
OSI-027	Cisplatin	Hs-766T	1.6390373
MK-2206	Cisplatin	Hs-766T	3.0570016
SCH772984	Cisplatin	Hs-766T	1.0762023
Galunisertib	Cisplatin	Hs-766T	-0.90142787
OSI-027	Cisplatin	Hs-766T	0.7694589
Lapatinib	Cisplatin	Hs-766T	5.2634816
Trametinib	Cisplatin	Hs-766T	1.6568615
Dasatinib	Cisplatin	Hs-766T	0.6171659
SCH772984	Navitoclax	Hs-766T	0.8072133
5-Fluorouracil	Cisplatin	Hs-766T	0.8373409
Galunisertib	Cisplatin	Hs-766T	0.79807043
AZD7762	Cisplatin	Hs-766T	5.0107365
Oxaliplatin	Cisplatin	Hs-766T	2.4269907
Irinotecan	Cisplatin	Hs-766T	-1.2442759
Dasatinib	Cisplatin	Hs-766T	0.7697701
MK-1775	Navitoclax	Hs-766T	-0.33054274
LGK974	Navitoclax	Hs-766T	-0.41070756
Gemcitabine	Navitoclax	Hs-766T	0.11855426
Galunisertib	Navitoclax	Hs-766T	-0.79230475
Olaparib	Navitoclax	Hs-766T	0.45721015
Ruxolitinib	Navitoclax	Hs-766T	-0.90133435
Oxaliplatin	Navitoclax	Hs-766T	-0.60148734
Paclitaxel	Navitoclax	Hs-766T	0.29215702
Lapatinib	Navitoclax	Hs-766T	4.337549
Lapatinib	Navitoclax	Hs-766T	0.34271324
Dasatinib	Navitoclax	Hs-766T	2.799187
MK-2206	Navitoclax	Hs-766T	0.5438098
Linsitinib	Navitoclax	Hs-766T	-0.9996986
Linsitinib	Navitoclax	Hs-766T	-0.36983576
Taselisib	Navitoclax	Hs-766T	2.5259364
Crizotinib	Navitoclax	Hs-766T	1.7785164
LGK974	Navitoclax	Hs-766T	-0.22553752
Dactolisib	Navitoclax	Hs-766T	0.7193035
Dasatinib	Navitoclax	Hs-766T	0.49566823
Gemcitabine	Navitoclax	Hs-766T	-1.3714342
Galunisertib	Navitoclax	Hs-766T	-0.91847926
Oxaliplatin	Navitoclax	Hs-766T	-0.27641746
Palbociclib	Navitoclax	Hs-766T	-1.5445342
Sorafenib	Navitoclax	Hs-766T	0.7137085
Palbociclib	Navitoclax	Hs-766T	-0.3691969
Erlotinib	Navitoclax	Hs-766T	0.43720126
Paclitaxel	Navitoclax	Hs-766T	1.7195712
Sorafenib	Navitoclax	Hs-766T	-0.23169625
Irinotecan	Navitoclax	Hs-766T	1.3084054
AZD7762	Navitoclax	Hs-766T	-1.0714198
Trametinib	Navitoclax	Hs-766T	-1.0644019
Cisplatin	Navitoclax	Hs-766T	-0.5532685
Erlotinib	Navitoclax	Hs-766T	-1.2831004
5-Fluorouracil	Navitoclax	Hs-766T	-0.30933708
Dactolisib	Navitoclax	Hs-766T	0.09282304
5-Fluorouracil	Navitoclax	Hs-766T	0.6082976
Crizotinib	Navitoclax	Hs-766T	2.0798795
Ruxolitinib	Navitoclax	Hs-766T	-1.0070373
OSI-027	Navitoclax	Hs-766T	0.7343673
MK-1775	Navitoclax	Hs-766T	-2.3898065
OSI-027	Navitoclax	Hs-766T	1.832217
MK-2206	Navitoclax	Hs-766T	1.5955523
Irinotecan	Navitoclax	Hs-766T	0.54926926
Cisplatin	Navitoclax	Hs-766T	0.20078321
Trametinib	Navitoclax	Hs-766T	-0.9528822
AZD7762	Navitoclax	Hs-766T	0.47684118
Olaparib	Navitoclax	Hs-766T	-0.9353194
SCH772984	Navitoclax	Hs-766T	0.24785931
Taselisib	Navitoclax	Hs-766T	0.6441117
Paclitaxel	Navitoclax	Hs-766T	2.3312256
Sorafenib	Navitoclax	Hs-766T	0.18401286
Irinotecan	Navitoclax	Hs-766T	0.8920213
AZD7762	Navitoclax	Hs-766T	-0.11496618
Trametinib	Navitoclax	Hs-766T	-1.1527193
Cisplatin	Navitoclax	Hs-766T	-1.6000152
Erlotinib	Navitoclax	Hs-766T	-0.52543557
Gemcitabine	Navitoclax	Hs-766T	-0.19478796
5-Fluorouracil	Navitoclax	Hs-766T	0.55478704
Dactolisib	Navitoclax	Hs-766T	0.65475523
5-Fluorouracil	Navitoclax	Hs-766T	0.19018966
Crizotinib	Navitoclax	Hs-766T	0.29881215
Ruxolitinib	Navitoclax	Hs-766T	-0.78939146
OSI-027	Navitoclax	Hs-766T	1.1550372
MK-1775	Navitoclax	Hs-766T	-1.133772
OSI-027	Navitoclax	Hs-766T	1.5563365
MK-2206	Navitoclax	Hs-766T	0.0984274
Irinotecan	Navitoclax	Hs-766T	-0.8727574
Cisplatin	Navitoclax	Hs-766T	-0.3864115
Trametinib	Navitoclax	Hs-766T	-0.64766365
AZD7762	Navitoclax	Hs-766T	-0.54660815
Olaparib	Navitoclax	Hs-766T	-0.56755465
SCH772984	Navitoclax	Hs-766T	1.3940457
Taselisib	Navitoclax	Hs-766T	0.25246948
MK-1775	Navitoclax	Hs-766T	0.1044212
LGK974	Navitoclax	Hs-766T	-0.94358695
Ruxolitinib	Olaparib	Hs-766T	0.098245025
Galunisertib	Navitoclax	Hs-766T	-0.7321191
Olaparib	Navitoclax	Hs-766T	-0.75606614
Ruxolitinib	Navitoclax	Hs-766T	-0.46669638
Oxaliplatin	Navitoclax	Hs-766T	-1.200539
Paclitaxel	Navitoclax	Hs-766T	0.6177159
Lapatinib	Navitoclax	Hs-766T	5.265691
Lapatinib	Navitoclax	Hs-766T	0.92916113
Dasatinib	Navitoclax	Hs-766T	1.3244078
MK-2206	Navitoclax	Hs-766T	0.7896769
SCH772984	Navitoclax	Hs-766T	0.34306937
Linsitinib	Navitoclax	Hs-766T	-0.22856817
Linsitinib	Navitoclax	Hs-766T	0.36423063
Taselisib	Navitoclax	Hs-766T	1.8049291
Crizotinib	Navitoclax	Hs-766T	1.3335773
LGK974	Navitoclax	Hs-766T	0.6709303
Dactolisib	Navitoclax	Hs-766T	0.35077146
Dasatinib	Navitoclax	Hs-766T	0.15646821
Gemcitabine	Navitoclax	Hs-766T	-0.95993483
Galunisertib	Navitoclax	Hs-766T	-1.4739223
Oxaliplatin	Navitoclax	Hs-766T	-1.0489722
Palbociclib	Navitoclax	Hs-766T	-0.32061988
Sorafenib	Navitoclax	Hs-766T	1.2236212
Palbociclib	Navitoclax	Hs-766T	-1.1789408
Erlotinib	Navitoclax	Hs-766T	-0.46974614
Linsitinib	Olaparib	Hs-766T	-0.334879
MK-2206	Olaparib	Hs-766T	1.3750879
Crizotinib	Olaparib	Hs-766T	-0.829632
MK-1775	Olaparib	Hs-766T	1.6277928
Taselisib	Olaparib	Hs-766T	-0.5402986
Paclitaxel	Olaparib	Hs-766T	-0.6056974
Sorafenib	Olaparib	Hs-766T	-0.81729865
5-Fluorouracil	Olaparib	Hs-766T	-0.8031097
Palbociclib	Olaparib	Hs-766T	1.1690027
MK-1775	Olaparib	Hs-766T	-0.21835361
SCH772984	Olaparib	Hs-766T	1.1535637
Dactolisib	Olaparib	Hs-766T	0.6097654
LGK974	Olaparib	Hs-766T	-0.8371576
Erlotinib	Olaparib	Hs-766T	1.8738164
Crizotinib	Olaparib	Hs-766T	-0.628226
Dactolisib	Olaparib	Hs-766T	2.484158
LGK974	Olaparib	Hs-766T	-0.56821185
Gemcitabine	Olaparib	Hs-766T	-0.49486384
Sorafenib	Olaparib	Hs-766T	0.7602795
Trametinib	Olaparib	Hs-766T	2.144005
Navitoclax	Olaparib	Hs-766T	2.523773
Gemcitabine	Olaparib	Hs-766T	1.618841
Paclitaxel	Olaparib	Hs-766T	-0.16724034
Lapatinib	Olaparib	Hs-766T	-0.4076447
Irinotecan	Olaparib	Hs-766T	-0.9413557
Palbociclib	Olaparib	Hs-766T	1.168467
Taselisib	Olaparib	Hs-766T	-0.30712613
Navitoclax	Olaparib	Hs-766T	1.5963699
Oxaliplatin	Olaparib	Hs-766T	1.2118076
Ruxolitinib	Olaparib	Hs-766T	0.3235413
Cisplatin	Olaparib	Hs-766T	0.91924304
AZD7762	Olaparib	Hs-766T	1.8841963
Linsitinib	Olaparib	Hs-766T	-0.46099696
Erlotinib	Olaparib	Hs-766T	0.49004212
OSI-027	Olaparib	Hs-766T	1.3714025
MK-2206	Olaparib	Hs-766T	1.322691
SCH772984	Olaparib	Hs-766T	0.20188609
Galunisertib	Olaparib	Hs-766T	-0.82870966
OSI-027	Olaparib	Hs-766T	0.15519236
Lapatinib	Olaparib	Hs-766T	3.6256897
Trametinib	Olaparib	Hs-766T	0.70826024
Cisplatin	Olaparib	Hs-766T	-0.33741897
Dasatinib	Olaparib	Hs-766T	0.5569791
5-Fluorouracil	Olaparib	Hs-766T	-0.59172213
Galunisertib	Olaparib	Hs-766T	-0.93290645
AZD7762	Olaparib	Hs-766T	1.2143385
Oxaliplatin	Olaparib	Hs-766T	-0.2512376
Irinotecan	Olaparib	Hs-766T	-0.8461338
Dasatinib	Olaparib	Hs-766T	1.778557
Paclitaxel	AZD7762	Hs-766T	0.97764486
Sorafenib	AZD7762	Hs-766T	0.8213969
Irinotecan	AZD7762	Hs-766T	3.3221443
Trametinib	AZD7762	Hs-766T	-0.44840547
Navitoclax	AZD7762	Hs-766T	0.4656042
Cisplatin	AZD7762	Hs-766T	-0.16613084
Erlotinib	AZD7762	Hs-766T	-0.84626305
5-Fluorouracil	AZD7762	Hs-766T	0.9477368
Dactolisib	AZD7762	Hs-766T	1.0832958
5-Fluorouracil	AZD7762	Hs-766T	-0.14807011
Crizotinib	AZD7762	Hs-766T	1.7436861
Ruxolitinib	AZD7762	Hs-766T	-0.85173064
OSI-027	AZD7762	Hs-766T	-1.9103749
MK-1775	AZD7762	Hs-766T	0.7052596
OSI-027	AZD7762	Hs-766T	0.47141823
MK-2206	AZD7762	Hs-766T	0.5849536
Irinotecan	AZD7762	Hs-766T	0.84653944
Cisplatin	AZD7762	Hs-766T	0.79776186
Trametinib	AZD7762	Hs-766T	-0.61771506
Olaparib	AZD7762	Hs-766T	0.69290674
SCH772984	AZD7762	Hs-766T	-1.0654821
Taselisib	AZD7762	Hs-766T	0.6370656
MK-1775	AZD7762	Hs-766T	-0.9282448
LGK974	AZD7762	Hs-766T	0.66232485
Gemcitabine	AZD7762	Hs-766T	0.68433344
Galunisertib	AZD7762	Hs-766T	-0.4175601
Olaparib	AZD7762	Hs-766T	1.3422409
Ruxolitinib	AZD7762	Hs-766T	-0.80323493
Oxaliplatin	AZD7762	Hs-766T	-3.8653095
Paclitaxel	AZD7762	Hs-766T	1.3766348
Lapatinib	AZD7762	Hs-766T	0.8694059
Lapatinib	AZD7762	Hs-766T	1.2878673
Dasatinib	AZD7762	Hs-766T	1.9576705
MK-2206	AZD7762	Hs-766T	0.5164389
SCH772984	AZD7762	Hs-766T	-0.91505116
Linsitinib	AZD7762	Hs-766T	-1.1628625
Navitoclax	AZD7762	Hs-766T	1.1593986
Linsitinib	AZD7762	Hs-766T	0.2037862
Taselisib	AZD7762	Hs-766T	1.3130254
Crizotinib	AZD7762	Hs-766T	0.23740381
LGK974	AZD7762	Hs-766T	-0.03374842
Dactolisib	AZD7762	Hs-766T	-2.4386861
Dasatinib	AZD7762	Hs-766T	0.5444561
Gemcitabine	AZD7762	Hs-766T	0.6508387
Galunisertib	AZD7762	Hs-766T	-0.21663855
Oxaliplatin	AZD7762	Hs-766T	-3.6093435
Palbociclib	AZD7762	Hs-766T	-1.0224392
Sorafenib	AZD7762	Hs-766T	0.48672473
Palbociclib	AZD7762	Hs-766T	-1.0153681
Erlotinib	AZD7762	Hs-766T	-1.1172708
Linsitinib	MK-2206	Hs-766T	2.772011
